temperature,vibration,rpm,current,voltage,bearing_temperature,torque,lubrication_level,status
93.86,2.06,1483.8,11.19,419.19,89.99,23.7,83.46,Overheating
69.62,5.69,1467.79,9.72,417.78,68.71,31.41,79.56,Motor Misalignment
66.58,3.54,1430.28,15.58,392.83,68.07,17.99,83.67,Electrical Fault
70.33,2.93,1411.53,15.93,390.38,67.6,24.96,79.24,Electrical Fault
68.15,5.1,1310.34,11.12,412.32,63.9,25.74,78.59,Motor Misalignment
75.38,3.33,1444.81,10.1,404.51,67.07,24.85,60.33,Early Warning
71.87,9.24,1333.15,12.67,414.45,84.48,19.71,59.94,Bearing Failure
99.27,2.56,1502.25,10.91,412.69,86.52,24.39,77.25,Overheating
72.1,6.47,1420.57,10.89,414.08,80.85,26.65,31.35,Lubrication Failure
70.16,6.21,1383.86,9.62,416.86,62.58,31.54,77.63,Motor Misalignment
64.66,6.59,1412.71,10.9,414.4,64.09,21.38,75.03,Motor Misalignment
54.85,1.47,1508.35,10.83,415.95,56.69,25.04,81.92,Healthy
70.3,5.43,1357.16,10.34,413.03,73.76,18.77,29.59,Lubrication Failure
69.38,5.24,1434.47,11.27,415.46,63.15,21.69,75.5,Motor Misalignment
73.61,3.4,1436.44,10.97,416.5,62.96,24.09,69.76,Early Warning
68.52,6.18,1418.63,11.78,415.91,76.2,19.5,26.92,Lubrication Failure
64.83,3.03,1425.84,14.38,386.02,65.78,23.75,75.98,Electrical Fault
63.05,1.87,1528.79,10.08,414.25,49.65,21.76,79.49,Healthy
69.82,6.37,1479.43,10.86,419.92,77.61,25.7,32.15,Lubrication Failure
79.71,3.42,1400.19,11.33,415.34,74.71,27.84,75.84,Early Warning
71.43,5.66,1454.06,11.14,416.32,86.59,21.12,30.19,Lubrication Failure
70.89,3.0,1474.29,16.83,398.22,63.83,15.72,80.47,Electrical Fault
99.81,2.85,1438.1,10.28,422.78,94.04,26.45,80.1,Overheating
69.07,9.13,1456.99,11.38,408.99,95.13,25.49,57.82,Bearing Failure
72.47,9.37,1425.08,10.36,410.11,84.82,20.61,52.29,Bearing Failure
63.7,6.51,1436.56,10.94,414.5,66.07,25.12,73.1,Motor Misalignment
70.9,6.72,1336.39,10.05,412.18,60.88,25.09,78.3,Motor Misalignment
97.59,1.18,1484.71,11.36,415.64,85.22,27.55,80.03,Overheating
75.97,8.32,1438.68,11.07,413.27,83.99,23.97,59.02,Bearing Failure
78.28,3.04,1424.46,10.75,415.43,70.44,24.28,71.61,Early Warning
74.44,6.75,1359.38,10.91,405.29,81.63,21.69,38.88,Lubrication Failure
66.06,6.9,1426.95,12.5,411.96,82.28,21.71,56.97,Bearing Failure
62.01,1.64,1500.33,10.71,417.42,57.39,28.82,82.89,Healthy
72.92,3.41,1475.52,10.65,409.91,69.81,20.61,64.83,Early Warning
61.99,2.9,1478.93,16.82,386.32,60.84,16.07,82.23,Electrical Fault
70.7,5.25,1418.84,10.59,408.0,86.05,22.1,26.5,Lubrication Failure
66.33,3.0,1417.18,14.45,390.8,60.5,19.68,81.55,Electrical Fault
70.77,6.36,1415.33,10.27,411.66,77.23,22.78,29.55,Lubrication Failure
60.65,1.79,1508.62,10.11,415.18,53.08,28.39,81.85,Healthy
97.55,2.83,1463.28,10.67,413.37,91.16,26.19,81.81,Overheating
65.15,6.37,1344.36,10.73,415.62,71.1,37.14,79.02,Motor Misalignment
64.8,7.94,1363.17,11.49,413.31,82.64,26.3,54.2,Bearing Failure
95.75,1.8,1502.17,11.52,413.46,96.65,29.05,80.45,Overheating
69.38,3.08,1469.29,16.38,389.5,70.36,17.33,79.05,Electrical Fault
65.22,6.5,1377.76,10.99,410.11,63.33,32.66,75.07,Motor Misalignment
73.47,7.65,1342.34,10.9,404.98,86.37,23.66,48.9,Bearing Failure
70.56,7.8,1448.07,12.09,414.7,83.83,19.01,55.38,Bearing Failure
75.64,3.88,1438.74,11.23,410.04,77.66,23.15,70.61,Early Warning
91.36,1.92,1513.45,11.28,417.09,84.74,27.31,77.09,Overheating
71.81,2.56,1399.6,10.87,412.79,67.62,24.24,68.7,Early Warning
75.43,4.07,1458.65,11.54,411.17,69.38,23.39,71.64,Early Warning
65.45,1.54,1504.35,9.98,414.7,54.66,25.21,87.54,Healthy
75.83,3.9,1430.22,10.54,415.76,68.34,24.56,65.35,Early Warning
62.95,6.85,1358.94,10.7,411.97,90.61,25.25,64.05,Bearing Failure
71.92,3.62,1463.14,10.89,415.51,72.45,25.79,69.95,Early Warning
63.2,2.03,1521.44,10.3,415.63,58.3,26.84,86.13,Healthy
74.52,5.71,1522.32,10.42,413.86,68.21,30.71,79.55,Motor Misalignment
102.07,2.25,1502.34,10.54,415.17,85.61,26.13,78.06,Overheating
73.62,3.66,1388.21,11.73,414.54,67.4,22.24,64.89,Early Warning
72.98,4.3,1464.4,10.69,410.83,69.32,23.0,73.77,Early Warning
72.54,6.2,1379.28,11.24,415.04,79.24,21.79,23.43,Lubrication Failure
66.83,5.68,1431.88,11.61,410.3,66.21,30.73,78.91,Motor Misalignment
72.66,2.43,1482.24,11.18,412.91,63.43,18.53,69.99,Early Warning
70.49,2.36,1518.71,16.25,406.32,54.48,14.78,84.49,Electrical Fault
98.16,1.97,1500.86,11.74,411.48,87.22,24.91,75.6,Overheating
72.89,2.16,1432.17,16.12,406.79,59.64,23.7,81.47,Electrical Fault
59.77,5.18,1340.05,11.07,412.1,66.65,33.63,73.85,Motor Misalignment
67.29,7.35,1508.03,11.54,417.55,66.48,27.84,82.93,Motor Misalignment
66.67,8.47,1378.54,12.03,411.56,91.79,24.78,53.12,Bearing Failure
75.74,3.72,1452.98,10.51,408.06,70.79,22.48,75.51,Early Warning
59.83,1.8,1522.8,10.6,414.01,54.36,26.33,83.24,Healthy
61.84,7.72,1404.45,12.58,410.64,90.95,22.25,68.04,Bearing Failure
59.9,1.45,1486.45,9.6,411.18,55.28,22.54,78.46,Healthy
67.8,6.26,1363.52,11.61,411.52,64.76,30.96,83.03,Motor Misalignment
73.22,6.73,1417.21,10.11,414.97,76.47,27.45,28.19,Lubrication Failure
67.4,6.25,1435.59,12.62,416.79,86.71,16.69,20.21,Lubrication Failure
95.31,2.66,1438.78,10.95,414.41,92.41,22.57,79.22,Overheating
75.25,8.39,1376.83,11.19,411.98,82.6,21.58,55.59,Bearing Failure
67.45,2.42,1505.63,15.19,391.94,59.13,16.8,82.48,Electrical Fault
55.99,1.95,1501.78,9.68,417.56,48.39,25.69,89.86,Healthy
72.21,5.47,1401.9,10.99,411.2,83.33,19.62,25.23,Lubrication Failure
74.82,3.19,1425.41,10.26,412.2,70.44,29.15,71.58,Early Warning
95.88,1.79,1439.03,10.26,408.96,90.3,26.77,77.1,Overheating
72.28,4.77,1232.89,10.37,422.06,60.77,38.88,79.04,Motor Misalignment
74.29,7.24,1398.14,11.56,412.63,92.84,18.49,57.84,Bearing Failure
68.36,9.43,1372.84,11.22,408.49,87.86,24.04,45.12,Bearing Failure
69.6,4.86,1361.65,11.18,417.49,77.4,19.37,31.93,Lubrication Failure
94.85,2.38,1477.84,11.43,420.56,84.64,19.62,78.75,Overheating
93.57,2.2,1479.64,11.48,414.68,92.82,25.98,80.69,Overheating
76.58,6.31,1371.48,12.25,416.5,79.8,18.59,34.75,Lubrication Failure
69.87,8.76,1423.15,11.81,417.66,88.3,19.09,46.95,Bearing Failure
102.32,3.11,1481.26,11.27,416.45,95.1,26.63,82.78,Overheating
74.85,2.64,1461.37,11.51,405.72,67.53,23.67,72.2,Early Warning
69.1,3.08,1443.6,11.79,414.66,67.46,28.59,65.93,Early Warning
70.18,8.74,1378.3,11.65,411.48,78.52,26.42,52.17,Bearing Failure
69.7,5.66,1392.78,11.27,408.93,64.85,31.2,76.87,Motor Misalignment
69.32,3.1,1414.37,11.07,409.34,75.05,24.13,69.63,Early Warning
60.85,1.87,1485.28,10.35,423.54,53.88,25.14,83.66,Healthy
75.78,2.67,1449.29,17.58,396.15,55.41,12.73,87.48,Electrical Fault
58.37,1.94,1462.58,10.93,416.81,54.45,26.15,80.77,Healthy
69.34,6.21,1455.97,10.6,412.62,81.52,19.58,32.09,Lubrication Failure
60.03,1.77,1487.01,9.26,415.28,52.69,25.17,82.62,Healthy
74.08,3.97,1480.73,10.48,411.94,72.75,23.61,68.52,Early Warning
73.7,3.8,1475.54,11.2,418.38,67.88,18.49,72.14,Early Warning
76.68,3.22,1473.18,10.68,413.49,66.12,20.9,70.15,Early Warning
73.02,5.59,1386.92,10.24,413.32,85.15,22.71,30.11,Lubrication Failure
58.11,9.39,1377.05,11.31,414.01,80.88,23.22,57.67,Bearing Failure
70.92,4.26,1422.17,10.88,411.22,69.76,27.92,77.42,Early Warning
65.77,4.63,1439.51,11.28,410.97,68.27,31.47,75.31,Motor Misalignment
63.66,5.58,1401.91,10.32,421.93,62.21,30.17,83.05,Motor Misalignment
70.7,4.44,1382.97,10.28,413.64,67.67,32.78,81.18,Motor Misalignment
66.19,5.58,1240.24,10.82,417.92,66.01,34.5,80.87,Motor Misalignment
68.7,4.57,1348.0,10.71,415.35,81.54,25.48,28.04,Lubrication Failure
73.5,4.55,1417.97,11.17,416.19,73.05,20.01,67.86,Early Warning
66.08,10.03,1375.39,12.44,415.06,91.0,22.55,53.75,Bearing Failure
87.93,2.43,1510.58,10.85,414.4,89.12,25.23,80.7,Overheating
59.79,1.81,1515.17,10.07,411.12,52.56,25.47,88.65,Healthy
106.53,1.2,1485.83,11.16,413.32,89.18,26.18,79.24,Overheating
67.93,2.2,1440.5,17.8,400.98,54.05,16.25,78.42,Electrical Fault
65.57,9.24,1481.91,12.11,409.06,85.68,23.33,52.11,Bearing Failure
64.62,9.66,1352.88,11.52,414.47,88.02,15.57,56.95,Bearing Failure
76.63,5.82,1439.22,11.47,416.21,86.0,20.32,25.24,Lubrication Failure
73.18,3.06,1446.77,11.05,414.39,68.53,21.21,70.55,Early Warning
70.77,9.04,1403.25,12.0,406.48,85.07,25.68,50.68,Bearing Failure
65.77,5.04,1141.49,11.2,415.91,66.09,34.71,76.67,Motor Misalignment
75.89,7.67,1432.94,11.29,413.68,93.54,17.92,64.96,Bearing Failure
59.46,1.86,1516.41,9.8,416.56,54.2,24.76,87.49,Healthy
94.71,2.1,1468.89,11.18,415.66,97.86,27.52,84.78,Overheating
69.59,1.96,1498.92,16.76,403.03,50.31,14.73,85.88,Electrical Fault
73.09,2.45,1458.22,16.28,397.97,65.96,16.88,82.83,Electrical Fault
66.47,5.66,1423.81,10.3,411.72,85.17,25.33,31.38,Lubrication Failure
72.86,8.04,1421.26,10.54,408.87,86.43,19.5,27.9,Lubrication Failure
56.55,1.8,1491.84,10.2,411.36,57.14,22.63,89.93,Healthy
65.05,7.2,1459.5,10.58,415.52,88.28,21.75,62.33,Bearing Failure
65.35,5.42,1394.87,10.57,409.2,82.54,20.99,22.29,Lubrication Failure
90.5,2.36,1461.44,10.91,419.12,84.41,25.44,76.18,Overheating
68.93,2.84,1447.56,16.37,389.37,61.27,22.49,82.59,Electrical Fault
91.92,1.56,1465.07,10.97,415.56,90.6,27.82,77.06,Overheating
74.74,7.74,1447.22,10.62,413.38,86.79,23.14,50.05,Bearing Failure
64.33,6.27,1372.94,10.45,413.34,63.1,22.83,81.78,Motor Misalignment
70.58,8.86,1404.21,11.21,415.85,82.2,16.99,54.25,Bearing Failure
63.52,6.28,1382.25,11.08,407.14,80.9,24.11,32.9,Lubrication Failure
63.71,2.93,1437.79,16.98,398.4,50.65,15.71,86.76,Electrical Fault
74.27,3.17,1420.14,18.55,405.24,53.48,16.91,77.02,Electrical Fault
100.1,1.73,1468.51,11.52,410.3,97.1,25.57,82.62,Overheating
68.22,7.0,1391.86,12.8,414.01,92.52,20.27,53.98,Bearing Failure
68.82,5.48,1410.91,10.88,413.13,59.7,36.82,74.51,Motor Misalignment
69.26,2.97,1407.27,15.67,401.71,57.79,19.75,80.59,Electrical Fault
60.3,1.77,1515.82,10.17,417.0,52.93,26.8,89.89,Healthy
73.32,5.41,1272.83,11.58,410.34,69.08,29.92,74.18,Motor Misalignment
63.08,1.61,1487.49,10.61,417.98,55.63,26.52,84.13,Healthy
64.79,3.02,1439.3,20.27,381.63,68.59,22.97,78.63,Electrical Fault
66.37,5.82,1445.63,10.57,415.33,80.69,23.84,26.07,Lubrication Failure
68.23,8.61,1405.18,11.55,413.53,82.8,23.32,46.22,Bearing Failure
98.82,2.26,1484.39,11.37,416.22,81.65,25.3,78.64,Overheating
70.21,5.52,1386.97,10.83,417.06,82.17,25.86,26.4,Lubrication Failure
74.97,8.68,1484.6,11.35,419.35,90.87,21.85,49.1,Bearing Failure
66.83,6.99,1359.49,10.69,408.6,61.75,34.38,75.82,Motor Misalignment
96.67,1.62,1461.34,10.11,415.87,94.73,23.56,82.99,Overheating
73.14,5.53,1415.24,11.46,413.04,90.46,26.47,30.58,Lubrication Failure
75.85,9.63,1388.56,10.4,412.32,90.63,23.18,58.17,Bearing Failure
69.04,5.35,1272.6,10.63,415.96,68.88,23.58,84.48,Motor Misalignment
65.11,6.24,1335.17,11.44,415.52,80.79,25.08,28.7,Lubrication Failure
70.47,2.35,1394.14,17.91,391.41,68.25,19.6,82.41,Electrical Fault
58.67,2.14,1480.13,10.2,421.82,55.62,23.45,86.23,Healthy
67.08,7.5,1386.76,10.69,412.26,66.94,25.9,79.54,Motor Misalignment
69.17,3.82,1326.78,10.95,415.32,65.38,34.11,73.76,Motor Misalignment
68.34,5.19,1367.37,11.17,419.47,66.2,36.79,82.19,Motor Misalignment
79.78,6.85,1421.56,10.94,412.94,86.24,22.65,30.31,Lubrication Failure
65.5,5.63,1383.61,10.93,416.04,65.68,24.01,79.55,Motor Misalignment
79.2,3.79,1430.92,10.29,413.62,73.28,25.06,59.67,Early Warning
70.3,7.87,1389.48,12.33,411.73,88.11,21.33,60.1,Bearing Failure
69.04,4.76,1386.63,11.13,409.26,76.46,23.68,29.64,Lubrication Failure
70.73,5.95,1458.83,11.03,410.17,85.85,23.7,26.5,Lubrication Failure
71.99,5.58,1438.93,10.27,413.57,83.73,21.0,30.02,Lubrication Failure
54.78,1.81,1497.56,9.77,421.03,56.65,26.45,82.21,Healthy
76.95,9.19,1415.93,12.52,415.31,87.76,20.07,52.53,Bearing Failure
67.71,4.66,1369.18,11.67,419.68,61.34,38.19,76.9,Motor Misalignment
72.97,6.73,1400.81,11.31,418.42,84.66,26.03,36.75,Lubrication Failure
70.94,3.81,1477.83,10.86,411.86,66.06,25.19,79.55,Motor Misalignment
69.72,5.29,1400.14,11.58,414.1,67.85,34.25,78.53,Motor Misalignment
71.81,4.32,1337.62,10.71,415.92,63.43,27.19,75.8,Motor Misalignment
66.87,5.63,1355.87,10.97,417.24,63.74,16.73,77.9,Motor Misalignment
78.28,3.65,1427.06,11.03,413.24,69.72,20.04,73.73,Early Warning
67.26,9.19,1490.46,11.25,411.01,84.57,23.26,52.37,Bearing Failure
69.64,2.95,1477.62,16.41,390.45,63.7,17.4,79.44,Electrical Fault
91.73,2.53,1462.45,10.53,420.1,91.51,27.87,81.48,Overheating
70.9,7.98,1344.77,11.94,412.03,90.73,24.14,52.76,Bearing Failure
62.01,1.57,1488.46,10.16,413.52,57.68,23.45,83.14,Healthy
61.66,0.92,1523.81,8.48,413.15,58.08,24.37,80.6,Healthy
76.26,3.13,1401.1,10.84,410.18,71.4,25.36,68.61,Early Warning
71.94,5.6,1385.56,10.23,412.23,65.78,29.61,77.73,Motor Misalignment
75.07,9.21,1480.95,11.74,412.39,92.28,18.9,46.45,Bearing Failure
92.43,2.1,1478.88,11.99,415.75,91.54,28.59,78.1,Overheating
71.12,4.42,1415.54,11.41,412.71,76.87,20.56,26.92,Lubrication Failure
78.06,3.96,1432.56,10.54,413.38,82.45,19.97,31.14,Lubrication Failure
72.41,3.7,1424.49,10.52,419.31,73.2,25.04,68.82,Early Warning
72.8,8.71,1485.48,11.02,413.54,79.53,23.63,62.35,Bearing Failure
73.22,6.17,1394.8,11.24,419.8,82.7,23.67,33.52,Lubrication Failure
75.36,3.83,1405.83,11.18,413.62,70.42,21.95,73.57,Early Warning
71.82,6.9,1460.49,10.7,415.33,82.17,15.91,29.06,Lubrication Failure
95.66,1.98,1479.04,11.2,413.97,93.44,26.64,81.53,Overheating
74.32,7.62,1377.24,11.05,414.53,79.4,21.51,46.39,Bearing Failure
58.31,1.6,1508.57,10.54,413.97,57.34,25.1,82.32,Healthy
60.55,1.57,1480.17,9.43,413.69,55.75,21.18,84.86,Healthy
77.61,5.08,1424.48,11.17,413.23,85.71,20.0,30.27,Lubrication Failure
61.38,2.1,1501.65,10.71,415.93,56.87,23.33,91.48,Healthy
66.37,4.26,1261.32,11.09,419.08,63.17,32.26,70.72,Motor Misalignment
94.1,2.58,1457.79,9.43,409.19,85.89,24.69,80.56,Overheating
69.17,5.17,1446.52,10.75,411.48,85.25,23.38,28.96,Lubrication Failure
72.0,9.93,1409.76,12.09,413.43,85.47,22.58,53.58,Bearing Failure
73.89,5.81,1355.51,11.38,408.76,81.36,21.57,29.96,Lubrication Failure
72.96,3.17,1361.07,11.57,414.05,63.07,29.87,80.96,Motor Misalignment
63.01,2.12,1495.37,10.3,414.27,58.97,26.27,81.43,Healthy
61.43,1.45,1485.76,10.69,413.55,61.73,25.0,86.22,Healthy
66.64,5.69,1396.99,10.28,412.67,66.11,31.19,78.38,Motor Misalignment
66.25,6.47,1358.52,11.05,415.85,65.63,37.75,74.04,Motor Misalignment
95.01,1.5,1513.74,11.01,410.7,80.16,28.06,81.67,Overheating
72.25,4.13,1440.02,10.92,414.78,66.99,20.13,71.23,Early Warning
66.53,9.21,1390.52,10.1,415.48,93.66,27.44,65.85,Bearing Failure
64.71,2.48,1461.09,16.45,403.55,68.75,19.67,83.41,Electrical Fault
67.85,10.12,1368.15,9.91,407.42,79.92,24.79,66.07,Bearing Failure
77.54,3.87,1456.13,11.04,411.43,67.56,27.87,72.29,Early Warning
63.3,2.9,1537.43,16.95,387.62,60.71,23.1,82.3,Electrical Fault
75.51,3.5,1455.88,11.0,410.65,68.45,20.66,71.59,Early Warning
67.88,6.4,1341.99,11.11,415.33,61.37,32.61,80.45,Motor Misalignment
66.8,3.95,1392.08,10.61,414.54,62.47,30.3,81.68,Motor Misalignment
67.78,8.06,1391.11,11.07,417.01,82.17,19.58,34.04,Lubrication Failure
64.57,3.18,1407.01,16.75,388.41,60.17,22.96,76.86,Electrical Fault
63.71,1.89,1507.34,10.68,418.47,57.3,22.16,82.91,Healthy
62.62,1.86,1522.99,9.98,410.78,57.9,24.26,86.03,Healthy
66.66,7.46,1435.95,11.65,412.46,61.7,35.33,82.48,Motor Misalignment
79.72,3.57,1458.3,11.36,410.88,67.26,20.9,69.26,Early Warning
69.92,8.62,1380.16,11.85,414.51,92.09,24.92,65.0,Bearing Failure
65.65,6.95,1408.43,9.98,417.7,82.38,24.9,28.69,Lubrication Failure
71.92,8.39,1382.53,11.89,412.58,90.74,24.87,53.85,Bearing Failure
68.75,9.22,1437.04,10.99,414.6,87.07,27.08,54.35,Bearing Failure
94.27,2.48,1505.81,10.91,411.21,91.34,26.96,83.7,Overheating
74.93,6.99,1387.26,10.91,412.56,86.3,26.25,27.6,Lubrication Failure
75.77,8.34,1395.66,11.99,416.1,84.46,25.83,52.39,Bearing Failure
70.99,3.58,1438.97,10.75,418.72,70.32,25.63,72.96,Early Warning
55.32,1.96,1520.49,9.61,411.59,48.53,24.47,83.26,Healthy
64.19,8.74,1342.81,11.88,411.64,82.02,20.11,59.26,Bearing Failure
59.09,1.59,1512.04,9.66,418.03,54.26,23.7,81.24,Healthy
79.65,5.72,1403.47,11.69,409.8,81.69,22.25,26.48,Lubrication Failure
63.8,2.34,1454.4,19.67,387.9,54.78,17.19,82.7,Electrical Fault
66.34,9.45,1343.82,10.94,409.61,91.06,23.32,59.42,Bearing Failure
66.21,1.63,1531.12,9.91,417.42,57.2,27.29,82.48,Healthy
73.41,10.74,1387.76,11.82,421.25,88.02,24.4,48.81,Bearing Failure
73.25,9.35,1478.8,11.49,413.99,74.81,26.35,60.1,Bearing Failure
62.22,1.89,1394.21,17.94,406.39,64.35,19.57,77.72,Electrical Fault
74.94,4.06,1415.1,10.16,411.94,65.21,24.04,67.66,Early Warning
70.28,5.91,1441.75,10.4,413.67,80.75,18.55,24.77,Lubrication Failure
91.56,1.7,1495.99,11.48,411.64,93.65,30.11,84.04,Overheating
72.12,9.59,1403.93,10.92,413.53,90.76,20.51,49.96,Bearing Failure
61.0,1.86,1513.75,10.27,415.73,56.67,24.91,86.24,Healthy
66.39,5.52,1357.56,11.22,412.72,85.02,22.09,19.35,Lubrication Failure
96.02,1.95,1442.11,10.79,417.85,94.83,27.89,80.81,Overheating
83.48,3.25,1425.17,11.48,418.44,73.38,20.4,70.64,Early Warning
62.17,2.23,1490.86,10.05,408.98,55.8,22.87,85.6,Healthy
60.87,2.52,1478.85,9.05,418.86,52.52,24.96,83.24,Healthy
70.02,5.23,1394.02,10.6,409.6,80.22,23.03,27.93,Lubrication Failure
75.13,7.39,1377.96,12.7,409.78,87.83,24.89,55.41,Bearing Failure
58.29,2.04,1521.37,10.12,415.7,55.81,23.27,84.56,Healthy
65.85,4.56,1335.15,11.18,413.27,65.76,24.88,77.98,Motor Misalignment
66.63,5.27,1386.69,10.85,417.31,62.12,21.33,83.9,Motor Misalignment
67.89,3.08,1537.92,15.99,399.31,59.62,19.7,82.82,Electrical Fault
74.13,9.43,1340.75,11.36,413.91,90.22,23.35,62.15,Bearing Failure
70.61,8.22,1409.05,10.34,414.96,86.51,23.65,45.65,Bearing Failure
65.61,8.54,1409.11,11.41,414.65,85.08,22.86,49.98,Bearing Failure
69.9,4.41,1429.73,10.67,410.74,80.81,19.65,26.58,Lubrication Failure
72.59,1.39,1406.98,15.51,381.46,58.08,18.27,84.92,Electrical Fault
67.27,5.87,1396.91,11.01,416.21,82.3,27.88,33.98,Lubrication Failure
74.37,3.34,1412.08,10.69,417.23,66.58,26.16,70.14,Early Warning
62.06,2.16,1522.18,9.2,415.9,58.05,21.68,84.98,Healthy
80.17,5.78,1487.24,10.9,413.84,88.27,19.25,30.25,Lubrication Failure
69.66,4.87,1419.28,11.08,414.4,79.33,19.44,29.03,Lubrication Failure
68.75,6.87,1437.51,11.98,406.1,90.55,28.27,49.36,Bearing Failure
75.02,3.36,1459.61,11.54,412.74,69.28,25.57,69.23,Early Warning
73.91,4.21,1440.38,11.32,414.67,67.53,25.1,75.78,Early Warning
71.06,8.59,1354.27,11.98,414.89,85.68,24.58,51.53,Bearing Failure
64.0,2.64,1455.59,15.44,408.39,62.99,17.64,83.55,Electrical Fault
72.3,5.28,1365.75,11.6,417.13,83.35,22.99,25.42,Lubrication Failure
85.21,2.07,1479.91,10.73,420.51,97.3,28.07,77.22,Overheating
72.4,5.83,1564.22,11.49,411.24,63.77,26.45,80.57,Motor Misalignment
58.7,1.79,1499.39,10.84,406.5,52.13,25.01,81.74,Healthy
69.27,8.09,1344.69,11.01,413.96,89.69,25.37,47.97,Bearing Failure
63.83,1.5,1533.67,9.73,418.13,55.2,24.18,79.58,Healthy
70.94,3.55,1290.72,10.74,413.82,65.49,36.37,76.05,Motor Misalignment
57.64,1.71,1503.97,9.62,412.58,50.92,25.78,86.64,Healthy
69.16,5.24,1430.89,10.94,411.27,82.61,21.8,17.3,Lubrication Failure
66.54,2.93,1485.8,14.66,395.39,56.17,20.42,72.54,Electrical Fault
69.08,2.19,1383.44,19.51,410.83,65.77,17.89,80.5,Electrical Fault
87.51,2.38,1470.05,10.48,417.48,93.56,21.99,82.15,Overheating
71.01,5.09,1432.54,11.94,409.74,83.96,20.74,27.32,Lubrication Failure
73.35,5.5,1471.49,11.25,416.08,73.84,24.12,29.11,Lubrication Failure
57.04,2.16,1507.09,9.88,416.92,55.03,25.77,82.55,Healthy
68.41,3.5,1455.13,10.96,415.11,69.19,21.92,68.37,Early Warning
74.6,10.03,1423.98,12.47,410.21,87.21,30.22,64.71,Bearing Failure
93.06,2.05,1456.84,11.52,409.86,91.8,27.28,80.95,Overheating
58.72,1.01,1497.58,9.91,417.47,49.34,27.32,87.46,Healthy
66.41,6.58,1290.67,10.66,414.84,61.54,25.38,75.23,Motor Misalignment
100.52,2.28,1481.43,10.14,419.16,94.15,27.5,73.18,Overheating
66.57,6.24,1399.13,11.27,415.75,65.45,28.28,76.15,Motor Misalignment
62.9,5.1,1313.76,10.22,417.54,67.41,25.17,74.19,Motor Misalignment
73.0,3.27,1449.17,10.23,413.66,67.73,26.57,71.64,Early Warning
76.73,3.83,1401.19,10.85,418.57,67.06,25.28,70.32,Early Warning
68.41,9.56,1392.39,11.43,413.83,82.99,23.08,59.45,Bearing Failure
77.07,5.73,1391.73,10.12,414.81,87.59,21.78,30.13,Lubrication Failure
69.17,6.45,1510.94,11.08,410.41,81.36,22.03,33.78,Lubrication Failure
95.44,2.59,1464.77,12.28,408.29,83.66,29.51,81.42,Overheating
61.87,1.61,1450.0,9.46,414.82,55.19,28.37,86.75,Healthy
79.19,2.73,1456.62,11.65,416.06,63.71,21.44,66.16,Early Warning
64.92,3.05,1520.07,17.02,404.19,61.82,22.89,82.44,Electrical Fault
65.19,8.48,1429.88,10.64,410.02,84.78,22.36,58.47,Bearing Failure
63.8,2.73,1486.25,16.28,392.7,69.9,16.12,83.48,Electrical Fault
69.55,7.67,1404.48,10.84,409.41,76.69,23.5,43.51,Bearing Failure
66.89,9.19,1446.08,11.16,411.95,81.06,17.59,53.79,Bearing Failure
62.67,2.36,1446.95,16.6,394.54,64.28,21.72,81.79,Electrical Fault
67.93,2.28,1379.27,17.42,383.47,63.31,25.22,78.15,Electrical Fault
64.23,1.04,1515.96,9.77,413.77,60.08,23.57,82.96,Healthy
90.63,2.37,1471.6,10.86,416.44,91.59,25.77,85.06,Overheating
56.45,1.83,1506.54,9.6,415.08,56.71,26.24,89.66,Healthy
76.21,7.06,1359.09,10.62,416.9,90.11,21.58,52.28,Bearing Failure
66.4,3.93,1364.77,11.37,412.7,69.01,36.38,80.67,Motor Misalignment
66.57,10.43,1326.47,10.93,414.53,85.65,23.47,62.15,Bearing Failure
71.56,6.38,1393.25,12.12,411.42,88.93,29.33,56.66,Bearing Failure
79.15,3.29,1452.71,11.02,409.53,69.44,25.76,68.5,Early Warning
57.55,1.51,1525.33,10.69,412.03,57.9,24.83,86.02,Healthy
65.89,2.02,1425.26,15.85,379.82,57.89,20.14,81.71,Electrical Fault
66.18,9.79,1421.92,12.42,409.82,89.99,20.31,56.24,Bearing Failure
73.47,1.46,1416.24,17.3,387.96,56.25,18.6,79.64,Electrical Fault
68.79,3.45,1474.42,10.58,408.83,69.58,22.98,68.21,Early Warning
57.39,1.85,1524.25,9.84,409.92,54.95,23.2,83.97,Healthy
90.24,1.48,1478.96,11.83,415.19,96.84,28.64,80.06,Overheating
94.54,1.83,1477.16,11.73,409.16,83.74,24.74,79.92,Overheating
94.55,2.0,1517.0,10.93,417.28,94.91,28.58,82.07,Overheating
66.61,8.2,1319.72,12.06,419.24,93.14,26.39,58.13,Bearing Failure
66.53,5.59,1304.92,11.55,414.06,62.35,26.03,81.89,Motor Misalignment
79.28,2.96,1435.1,9.93,412.47,67.55,23.35,78.77,Early Warning
72.36,8.06,1343.03,12.13,417.51,82.54,23.54,52.76,Bearing Failure
71.08,8.89,1430.53,11.43,409.94,97.03,25.78,63.06,Bearing Failure
66.61,9.02,1402.83,10.68,412.97,84.33,27.38,59.47,Bearing Failure
91.99,2.12,1455.31,11.34,418.05,93.37,28.05,75.86,Overheating
69.77,4.15,1423.23,10.26,409.69,71.17,21.53,70.72,Early Warning
76.24,3.41,1456.97,10.26,413.49,68.61,32.59,70.47,Early Warning
